,Sample ID,SampleType,DateTime Taken,Post Results,Public X,Public Y,Chloromethane (methyl chloride),Chloroethene (vinyl chloride),Bromomethane (methyl bromide),Chloroethane (ethyl chloride),Trichlorofluoromethane,Diethyl ether,"1,1-Dichloroethene",Acetone,Iodomethane,Carbon disulfide,3-Chloropropene (allyl chloride),Methylene chloride (DCM),"trans-1,2-Dichloroethene",Methyl tert-butyl ether (MTBE),"1,1-Dichloroethane","2,2-Dichloropropane","cis-1,2-Dichloroethene",2-Butanone (MEK),Methyl acrylate,Methacrylonitrile,Bromochloromethane,Tetrahydrofuran,Trichloromethane (chloroform),"1,1,1-Trichloroethane",1-Chlorobutane (butyl chloride),Carbon tetrachloride,"1,1-Dichloropropene",Benzene,"1,2-Dichloroethane",Trichloroethene,"1,2-Dichloropropane",Dibromomethane,Methyl methacrylate,Bromodichloromethane,2-Nitropropane,"cis-1,3-Dichloropropene",4-Methyl-2-pentanone (MIBK),Toluene,"trans-1,3-Dichloropropene",Ethyl methacrylate,"1,1,2-Trichloroethane",Tetrachloroethene,"1,3-Dichloropropane",2-Hexanone,Dibromochloromethane,"1,2-Dibromoethane (EDB)",Chlorobenzene,"1,1,1,2-Tetrachloroethane",Ethylbenzene,m/p-Xylene,o-Xylene,Styrene,Bromoform,Isopropylbenzene (cumene),Bromobenzene,"1,1,2,2-Tetrachloroethane","1,2,3-Trichloropropane (TCP)","trans-1,4-Dichloro-2-butene",n-Propylbenzene,2-Chlorotoluene,"1,3,5-Trimethylbenzene",4-Chlorotoluene,tert-Butylbenzene,Pentachloroethane,"1,2,4-Trimethylbenzene",1-Methylpropylbenzene (sec-butylbenzene),"1,3-Dichlorobenzene",4-Isopropyltoluene (p-cymene),"1,4-Dichlorobenzene",n-Butylbenzene,"1,2-Dichlorobenzene",Hexachloroethane,"1,2-Dibromo-3-chloropropane (DBCP)",Nitrobenzene,"1,2,4-Trichlorobenzene","Hexachloro-1,3-butadiene",Naphthalene,"1,2,3-Trichlorobenzene",Total Trihalomethanes
84,09-19-KDP-1,Tap Water,9/19/2023 12:25,,-156.3293401617481,20.75497371679007,,,,,,,,9.1831,,,,,,,,,,,,,,109.8697,71.403,,,,,,,,,,,6.9835,,,,,,,,,,,2.2088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.59530000000001
85,09-19-KDP-2,Tap Water Filtered,9/19/2023 12:26,,-156.3272636699345,20.755028390704343,,,,,,,,,,,,,,,,,,,,,,,40.3512,,,,,,,,,,,4.3172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.6684
86,09-18-KDP-2,Tap Water Filtered,9/18/2023 16:10,,-156.30821809340227,20.777794788631905,,,,,,,,,,,,,,,,,,,,,,,7.7703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7703
87,09-18-KDP-3,Pool/open water,9/18/2023 16:15,,-156.30921032963946,20.7760299338154,,,,,,,,10.0464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
88,09-19-KDP-3,Tap Water,9/19/2023 13:33,,-156.30728253689313,20.7743051377191,,,,,,,,11.6492,,,,,,,,,,,,,,,12.1458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1458
89,09-19-KDP-4,Tap Water Filtered,9/19/2023 13:35,,-156.30650261557196,20.77813114599757,,,,,,,,,,,,,,,,,,,,,,,6.5393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5393
90,09-19-KDP-5,Tap Water Filtered,9/19/2023 13:37,,-156.3067822275181,20.777773151782164,,,,,,,,6.1566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
91,09-22-KDP-3,Tap Water,9/22/2023 14:05,,-156.32730814910545,20.739202519266907,,,,,,,,17.6695,,,,,,,,,,,,,,,14.7691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7691
92,09-22-KDP-4,Tap Water,9/22/2023 14:47,,-156.30279843381254,20.760338858504664,,,,,,,,,,,,,,,,,,,,,,,11.9323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9323
93,09-22-KDP-5,Tap Water,9/22/2023 14:49,,-156.3067282105027,20.77634232554286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0653,,,,,,,,,,,4.6744,,,,,,,,7.3138,,,,,,,,,,,,,,,,,,,,,,,,,,14.0535
94,09-22-KDP-1,Tap Water,9/22/2023 14:50,,-156.30779836620383,20.775417420858588,,,,,,,,6.4024,,,,,,,,,,,,,,11.3352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
95,09-22-KDP-2,Tap Water Filtered,9/22/2023 14:51,,-156.31027094320265,20.775391090545284,,,,,,,,25.874,,,,,,,,,,,,,,5.3699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
96,09-22-KDP-6,Tap Water,9/22/2023 15:10,,-156.30894611121508,20.75827186152812,,,,,,,,13.2604,,,,,,,,,,,,,,,3.1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1988
97,09-22-KDP-7,Tap Water,9/22/2023 15:37,,-156.31012366688665,20.761675194587102,,,,,,,,12.6027,,,,,,,,,,,,,,,74.2369,,,,,,,,,,,6.9603,,,,,,,,,,,2.7307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.92790000000001
98,09-22-KDP-8,Tap Water Filtered,9/22/2023 15:39,,-156.3059068197919,20.760337307254712,,,,,,,,3.8066,,,,,,,,,,,,,,,24.0958,,,,,,,,,,,2.959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0548
99,09-22-KDP-9,Tap Water Filtered,9/22/2023 16:11,,-156.31036360156622,20.759187264686503,,,,,,,,,,,,,,,,,,,,,,,11.6605,,,,,,,,,,,2.1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.851400000000002
100,09-22-KDP-10,Tap Water Filtered,9/22/2023 16:12,,-156.30633679941658,20.759130770418235,,,,,,,,,,,,,,,,,,,,,,,10.2228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2228
101,09-25-KDP-1,Tap Water Filtered,9/25/2023 14:12,,-156.30897608384043,20.76090344987403,,,,,,,,9.2009,,,,,,,,,,,,,,,4.4324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4324
102,09-25-KDP-2,Tap Water,9/25/2023 14:30,,-156.301813633744,20.757033498145976,,,,,,,,,,,,,,,,,,10.0282,,,,12.8605,10.8977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8977
103,09-25-KDP-3,Tap Water,9/25/2023 15:10,,-156.30913848482083,20.777032354121364,,,,,,,,,,,,,,,,,,,,,,,31.2233,,,,,,,,,,,8.0684,,,,,,,,,,,3.1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.4775
104,09-25-KDP-4,Tap Water Filtered,9/25/2023 15:11,,-156.31150392018444,20.77251438396987,,,,,,,,12.4881,,,,,,,,,,,,,,,27.8262,,,,,,,,,,,6.726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.5522
105,09-25-KDP-5,Tap water,9/25/2023 15:29,,-156.30695627930254,20.773270061866224,,,,,,,,,,,,,,,,,,,,,,,28.355,,,,,,,,,,,5.0193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.3743
106,09-25-KDP-6,Tap Water Filtered,9/25/2023 15:31,,-156.3079082874097,20.77315165909524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
107,09-26-JI-1,Tap Water,9/26/2023 9:37,,-156.68046386926386,20.90183947141991,,,,,,,,13.2191,,,,,,,,,,,,,,,39.3599,,,,,,,,,,,16.2939,,,,,,,,,,,12.0569,,,,,,,,7.2331,,,,,,,,,,,,,,,,,,,,,,,,,,74.94380000000001
108,09-26-JI-2,Control,9/26/2023 9:44,,-156.68219729948603,20.90143761696117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
109,09-26-JI-3,Tap Water,9/26/2023 10:00,,-156.67998904762075,20.898960084444973,,,,,,,,,,,,,,,,,,,,,,,35.7749,,,,,,,,,,,14.8348,,,,,,,,,,,10.5622,,,,,,,,6.6803,,,,,,,,,,,,,,,,,,,,,,,,,,67.85220000000001
110,09-26-JI-4,Tap Water,9/26/2023 10:10,,-156.6829979834139,20.899762111754757,,,,,,,,,,,,,,,,,,,,,,,35.4002,,,,,,,,,,,15.3078,,,,,,,,,,,11.2005,,,,,,,,8.0116,,,,,,,,,,,,,,,,,,,,,,,,,,69.92009999999999
111,09-26-JI-5,Tap Water,9/26/2023 10:22,,-156.68129253543043,20.901636848150837,,,,,,,,5.1842,,,,,,,,,,,,,,,45.0083,,,,,,,,,,,17.1247,,,,,,,,,,,10.2074,,,,,,,,4.4864,,,,,,,,,,,,,,,,,,,,,,,,,,76.82679999999999
112,09-26-JI-6,Tap Water,9/26/2023 10:32,,-156.68257350933374,20.898283375777936,,,,,,,,8.4825,,,,,,,,,,,,,,,45.5372,,,,,,,,,,,3.054,,,,,,,,,,,2.2391,,,,,,,,2.3477,,,,,,,,,,,,,,,,,,,,,,,,,,53.178
113,9-26-JI-7,Other,9/26/2023 10:47,,-156.68603380845045,20.898990730095573,,,,,,,,43.702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0749,,,,,,,,,,,,,,,,,,,,,,,,,,2.0749
114,9-26-JI-8,,9/26/2023 10:49,,-156.68411631328826,20.90196422494929,,,,,,,,83.4158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
115,9-26-JES-2,Tap Water,9/26/2023 14:08,,-156.68775220948962,20.95579699924435,,,,,,,,4.3823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5339,,,,,,,,,,,,,,,,,,,,,,,,,,2.5339
116,09-26-JES-3,Tap Water Filtered,9/26/2023 14:14,,-156.68781340784116,20.956182441196603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
117,09-26-KDP-1,Tap Water,9/26/2023 14:20,,-156.3055154866246,20.76239868182291,,,,,,,,12.403,,,,,,,,,,,,,,,3.8735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8735
118,09-26-KDP-2,Tap Water,9/26/2023 16:25,,-156.3099903104187,20.776040975193443,,,,,,,,6.9647,,,,,,,,,,,,,,,62.9747,,,,,,,,,,,7.728,,,,,,,,,,,2.0611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.7638
119,09-26-KDP-3,Tap Water Filtered,9/26/2023 16:26,,-156.3127675611553,20.779775092885725,,,,,,,,5.1571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
120,09-27-KDP-1,Tap Water,9/27/2023 16:33,,-156.32784709055662,20.74413246225255,,,,,,,,,,,,,,,,,,,,,,,3.9108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9108
121,09-27-KDP-2,Tap Water Filtered,9/27/2023 16:34,,-156.32905718467163,20.74712362520718,,,,,,,,8.71,,,,,,,,,,,,,,,4.6296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6296
122,09-27-KDP-3,Tap Water,9/27/2023 16:37,,-156.30769932250112,20.78148877743624,,,,,,,,6.9206,,,,,,,,,,,,,,,29.3274,,,,,,,,,,,6.3591,,,,,,,,,,,2.0104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6969
123,09-27-KDP-4,Tap Water Filtered,9/27/2023 16:38,,-156.3073070086325,20.77876750366249,,,,,,,,,,,,,,,,,,,,,,,25.9533,,,,,,,,,,,2.748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7013
124,09-27-KDP-5,Tap Water Filtered,9/27/2023 16:39,,-156.30749556004827,20.781804339631545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
125,09-27-KDP-6,Tap Water,9/27/2023 16:51,,-156.31038293779167,20.778587504092265,,,,,,,,22.9134,,,,,,3.0089,,,,,,,,,45.3442,,,,,,,,,,,4.2346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5788
126,09-27-KDP-8,Tap Water,9/27/2023 17:14,,-156.311609097228,20.77343819162165,,,,,,,,,,,,,,,,,,,,,,,29.6341,,,,,,,,,,,4.8554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.4895
127,09-27-KDP-7,Tap Water,9/27/2023 18:04,,-156.31251020549064,20.774387929626972,,,,,,,,,,,,,,,,,,,,,,,31.4044,,,,,,,,,,,5.5091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.9135
128,09-27-KDP-9,Tap Water,9/27/2023 18:06,,-156.30894585718278,20.77566436114707,,,,,,,,7.4535,,,,,,,,,,,,,,,45.357,,,,,,,,,,,5.2886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6456
129,09-27-KDP-10,Tap Water,9/27/2023 18:10,,-156.3089165910701,20.77639304320766,,,,,,,,,,,,,,,,,,,,,,,29.75,,,,,,,,,,,6.1143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.8643
130,10-02-23-JI-01,Tap Water,10/2/2023 11:20,,-156.68593759851296,20.89971835954636,,,,,,,,19.9001,,,,,,,,,,,,,,,29.9544,,,,,,,,,,,14.2141,,,,,,,,,,,12.6606,,,,,,,,11.0816,,,,,,,,,,,,,,,,,,,,,,,,,,67.91069999999999
131,10-02-23-JI-02,Tap Water,10/2/2023 11:35,,-156.68373027664333,20.901543699918577,,,,,,,,17.3977,,,,,,,,,,,,,,,31.8031,,,,,,,,,,,14.7462,,,,,,,,,,,12.606,,,,,,,,10.4679,,,,,,,,,,,,,,,,,,,,,,,,,,69.6232
132,10-02-23-JI-03,Tap Water,10/2/2023 11:51,,-156.68283915656528,20.89881234752807,,,,,,,,25.0865,,,,,,,,,,,,,,,34.1916,,,,,,,,,,,15.3867,,,,,,,,,,,12.1093,,,,,,,,8.0733,,,,,,,,,,,,,,,,,,,,,,,,,,69.76089999999999
133,10-02-23-JI-04,Tap Water Filtered,10/2/2023 12:02,,-156.68202634897875,20.90162493536208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
134,10-02-KDP-1,Tap Water,10/2/2023 15:20,,-156.31106445037082,20.779632875643934,,,,,,,,6.4531,,,,,,,,,,,,,,,41.194,,,,,,,,,,,4.8756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0696
135,10-02-KDP-2,Tap Water Filtered,10/2/2023 16:09,,-156.3081900547592,20.77447316664058,,,,,,,,5.0303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
136,10-02-KDP-3,Tap Water Filtered,10/2/2023 16:10,,-156.30544245846454,20.77454475334501,,,,,,,,6.3017,,,,,,,,,,,,,,,12.6327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6327
137,10-02- KDP-4,Tap Water,10/2/2023 16:12,,-156.3086535798084,20.77178811600445,,,,,,,,8.7509,,,,,,,,,,,,,,,43.5208,,,,,,,,,,,5.8847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4055
138,10-02-KDP-5,Tap Water ,10/2/2023 16:30,,-156.3183345946015,20.779471271581595,,,,,,,,20.6346,,,,,,,,,,,,,,,37.1726,,,,,,,,,,,4.5982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.7708
139,10-02-KDP-6,Tap Water,10/2/2023 16:49,,-156.31546971127847,20.779870828174857,,,,,,,,16.7863,,,,,,,,,,,,,,,33.4206,,,,,,,,,,,5.3209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.7415
140,10-02-KDP-7,Tap Water Filtered,10/2/2023 16:51,,-156.3197495171556,20.780713070304103,,,,,,,,,,,,,,,,,,,,,,,16.3141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3141
141,10-2-KDP-8,Tap Water,10/2/2023 17:05,,-156.31899893697056,20.77927119773016,,,,,,,,,,,,,,,,,,,,,,,36.9577,,,,,,,,,,,3.4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.441500000000005
142,10-02-KDP-9,Tap Water,10/2/2023 17:18,,-156.31753956216585,20.782359028682716,,,,,,,,29.1084,,,,,,,,,,,,,,,46.8263,,,,,,,,,,,4.946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.7723
143,10-02-KDP-10,Tap Water,10/2/2023 18:39,,-156.30392427272497,20.778107913122987,,,,,,,,33.9091,,,,,,,,,,,,,,,44.6607,,,,,,,,,,,5.2377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.898399999999995
144,10-02-KDP-11,Tap Water Filtered,10/2/2023 18:40,,-156.30437832293717,20.77754928395376,,,,,,,,22.0694,,,,,,,,,,,,,,,3.6568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6568
145,10-03-23-JI-01,Tap Water,10/3/2023 10:55,,-156.68170351322317,20.89921431481528,,,,,,,,52.5921,,,,,,,,,,,,,,,46.1346,,,,,,,,,,,14.9655,,,,,,,,,,,5.3709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.471
146,10-03-23-JI-02,Tap Water,10/3/2023 11:12,,-156.68143958960778,20.90223445395506,,,,,,,,74.8581,,,,,,,,,,,,,,,51.2503,,,,,,,,,,,7.3984,,,,,,,,,,,7.4977,,,,,,,,10.2007,,,,,,,,,,,,,,,,,,,,,,,,,,76.34710000000001
147,10-03-23-JI-03,Tap Water,10/3/2023 11:25,,-156.68252184471302,20.897999367554693,,,,,,,,29.1338,,,,,,,,,,,,,,,42.0963,,,,,,,,,,,14.5841,,,,,,,,,,,5.7177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.3981
148,10-03-23-JI-04,Tap Water,10/3/2023 11:38,,-156.68125041365604,20.89903239090528,,,,,,,,18.2659,,,,,,,,,,,,,,,45.144,,,,,,,,,,,16.6517,,,,,,,,,,,7.9212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.7169
149,10-03-23-JL-05,Tap Water,10/3/2023,,-156.6832674585647,20.899133484560657,,,,,,,,16.6751,,,,,,,,,,,,,,,47.3547,,,,,,,,,,,16.1942,,,,,,,,,,,6.492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0409
150,10-03-JES-4,Tap Water Filtered,10/3/2023 11:45,,-156.6806334584618,20.95895999331056,,,,,,,,8.5788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
151,10-03-JES-5,Tap Water,10/3/2023 11:46,,-156.68404872115903,20.95856052266359,,,,,,,,9.1156,,,,,,,,,,,,,,,20.9921,,,,,,,,,,,7.0426,,,,,,,,,,,4.131,,,,,,,,6.7671,,,,,,,,,,,,,,,,,,,,,,,,,,38.9328
152,10-03-JES-6,Tap Water,10/3/2023 12:09,,-156.67210056016063,20.982595896611542,,,,,,,,18.4111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7371,,,,,,,,,,,,,,,,,,,,,,,,,,4.7371
153,10-03-JES-7,Tap Water Filtered,10/3/2023 12:15,,-156.66801897038485,20.983333841167934,,,,,,,,16.7713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
154,10-03-JES-8,Tap Water Filtered,10/3/2023 13:05,,-156.6622232054592,20.9854767075396,,,,,,,,5.6749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
155,10-03-JES-9,Tap Water,10/3/2023 13:06,,-156.66144705882238,20.98565774102241,,,,,,,,18.0431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7214,,,,,,,,33.9244,,,,,,,,,,,,,,,,,,,,,,,,,,42.645799999999994
156,10-03-JES-10,Tap Water,10/3/2023 14:01,,-156.63553972085447,20.848409300093355,,,,,,,,9.6893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5504,,,,,,,,,,,,,,,,,,,,,,,,,,5.5504
157,10-03-JES-11,Tap Water Filtered,10/3/2023 14:02,,-156.6383099394782,20.850331461602664,,,,,,,,7.1407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
158,10-03-JES-12,Tap Water Filtered,10/3/2023 14:28,,-156.63204784344504,20.85151163365093,,,,,,,,7.6462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8072,,,,,,,,,,,,,,,,,,,,,,,,,,5.8072
159,10-03-JES-13,Tap Water,10/3/2023 14:30,,-156.63461405228887,20.84933734719737,,,,,,,,12.6889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4084,,,,,,,,,,,,,,,,,,,,,,,,,,5.4084
160,10-03-JES-14,Tap Water,10/3/2023 15:07,,-156.67899239330092,20.87707331682224,,,,,,,,10.6154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9138,,,,,,,,,,,,,,,,,,,,,,,,,,6.9138
161,10-03-JES-17,Tap Water Filtered,10/3/2023 16:23,,-156.68956204468577,20.94529171544108,,,,,,,,7.9241,,,,,,,,,,,,,,,5.4407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4407
162,10-03-JES-16,Tap Water,10/3/2023 16:24,,-156.68798025853803,20.95098159342922,,,,,,,,10.4144,,,,,,,,,,,,,,,40.3645,,,,,,,,,,,11.5777,,,,,,,,,,,2.8949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.8371
163,10-04-JES-18,Tap Water Filtered,10/4/2023 10:16,,-156.69009273341177,20.94579270494891,,,,,,,,4.3604,,,,,,,,,,,,,,,43.9585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.9585
164,10-04-JES-19,Tap Water,10/4/2023 10:17,,-156.6899052959858,20.945443891594003,,,,,,,,34.7213,,,,,,,,,,,,,,,47.1421,,,,,,,,,,,12.2144,,,,,,,,,,,2.6545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.010999999999996
165,10-04-JES-20,Tap Water Filtered,10/4/2023 10:59,,-156.68283670551884,20.900966811021995,,,,,,,,9.5635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
166,10-04-JES-21,Tap Water,10/4/2023 11:01,,-156.68229382987815,20.901659166925786,,,,,,,,16.2398,,,,,,,,,,,,,,,44.9127,,,,,,,,,,,14.8015,,,,,,,,,,,5.0307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.7449
167,10-04-JES-22,Tap Water,10/4/2023 12:11,,-156.6762492719255,20.88396835939706,,,,,,,,36.2476,,,,,,,,,,,,,,,17.5941,,,,,,,,,,,7.5303,,,,,,,,,,,2.9958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.1202
168,10-04-JES-23,Tap Water Filtered,10/4/2023 12:17,,-156.67984993341614,20.884378737936363,,,,,,,,12.1856,,,,,,,,,,,,,,,5.6715,,,,,,,,,,,5.0853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7568
169,10-04-JES-24,Other,10/4/2023 13:00,,-156.64115376501334,20.843842539904063,,,,,,,,3.809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
170,10-04-JES-25,Tap Water,10/4/2023 13:12,,-156.64141645929033,20.84325378237984,,,,,,,,6.0778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4699,,,,,,,,,,,,,,,,,,,,,,,,,,9.4699
171,10-04-KDP-1,Tap Water,10/4/2023 13:24,,-156.31171584150758,20.783963929538277,,,,,,,,,,,,,,,,,,,,,,,33.6554,,,,,,,,,,,4.4758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.1312
172,10-04-KDP-2,Tap Water Filtered,10/4/2023 13:26,,-156.3124061715628,20.7849191856177,,,,,,,,11.4871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
173,10-04-KDP-3,Tap Water,10/4/2023 14:36,,-156.32472519455015,20.78940743655652,,,,,,,,26.8618,,,,,,,,,,,,,,,32.8338,,,,,,,,,,,4.2682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.102
174,10-04-KDP-4,Tap Water,10/4/2023 14:38,,-156.30105029287768,20.777280763401347,,,,,,,,8.5489,,,,,,,,,,,,,,,45.6448,,,,,,,,,,,2.8623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.507099999999994
175,10-04-JES-26,Tap Water,10/4/2023 15:07,,-156.66705641499934,20.887379794445003,,,,,,,,21.2511,,,,,,,,,,,,,,,16.6584,,,,,,,,,,,7.7653,,,,,,,,,,,3.1568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.5805
