Original Index,Sample Date,Lab Sample ID,Analyte,Reporting Value,Result,coordinates,x,y
64,10/16/2023,380-67507-3,,All SVOCs are ND (Non-detect) ,,"[-156.677347433623, 20.8822960997823]",-156.677347433623,20.8822960997823
64,10/16/2023,380-67519-7,,All VOCs are ND (Non-detect),,"[-156.677347433623, 20.8822960997823]",-156.677347433623,20.8822960997823
65,10/16/2023,380-67507-3,,All SVOCs are ND (Non-detect) ,,"[-156.677389877486, 20.8822894904107]",-156.677389877486,20.8822894904107
65,10/16/2023,380-67519-6,,All VOCs are ND (Non-detect),,"[-156.677389877486, 20.8822894904107]",-156.677389877486,20.8822894904107
66,10/16/2023,380-67539-1,,All SVOCs are ND (Non-detect) ,,"[-156.671630328793, 20.8838697226809]",-156.671630328793,20.8838697226809
66,10/16/23,380-67513-6,Benzene,,1.6,"[-156.671630328793, 20.8838697226809]",-156.671630328793,20.8838697226809
67,10/16/2023,380-67538-1,,All SVOCs are ND (Non-detect)  ,,"[-156.67376248941, 20.8834429997064]",-156.67376248941,20.8834429997064
67,10/16/2023,380-67541-1,,All VOCs are ND (Non-detect),,"[-156.67376248941, 20.8834429997064]",-156.67376248941,20.8834429997064
68,10/16/2023,380-67538-1,,All SVOCs are ND (Non-detect) ,,"[-156.673732538063, 20.8834567827501]",-156.673732538063,20.8834567827501
68,10/16/2023,380-67541-2,,All VOCs are ND (Non-detect),,"[-156.673732538063, 20.8834567827501]",-156.673732538063,20.8834567827501
69,10/16/2023,380-67538-2,,All SVOCs are ND (Non-detect)  ,,"[-156.67501684118, 20.8826969109758]",-156.67501684118,20.8826969109758
69,10/16/2023,380-67541-3,,All VOCs are ND (Non-detect),,"[-156.67501684118, 20.8826969109758]",-156.67501684118,20.8826969109758
70,10/16/2023,380-67538-2,,All SVOCs are ND (Non-detect)  ,,"[-156.674967667402, 20.8827161238494]",-156.674967667402,20.8827161238494
70,10/16/2023,380-67541-4,,All VOCs are ND (Non-detect),,"[-156.674967667402, 20.8827161238494]",-156.674967667402,20.8827161238494
71,10/16/2023,380-67538-3,,All SVOCs are ND (Non-detect) ,,"[-156.676449224613, 20.8827873019056]",-156.676449224613,20.8827873019056
71,10/16/23,380-67541-5,Benzene,,0.53,"[-156.676449224613, 20.8827873019056]",-156.676449224613,20.8827873019056
72,10/16/2023,380-67538-3,,All SVOCs are ND (Non-detect) ,,"[-156.676506445099, 20.8827839605979]",-156.676506445099,20.8827839605979
72,10/16/2023,380-67541-6,,All VOCs are ND (Non-detect),,"[-156.676506445099, 20.8827839605979]",-156.676506445099,20.8827839605979
73,10/16/2023,380-67538-4,,All SVOCs are ND (Non-detect) ,,"[-156.677091306391, 20.8825727951291]",-156.677091306391,20.8825727951291
73,10/16/23,380-67541-7,Benzene,,3.6,"[-156.677091306391, 20.8825727951291]",-156.677091306391,20.8825727951291
74,10/16/2023,380-67538-4,,All SVOCs are ND (Non-detect) ,,"[-156.677133774687, 20.8825602650156]",-156.677133774687,20.8825602650156
74,10/16/2023,380-67541-8,,All VOCs are ND (Non-detect),,"[-156.677133774687, 20.8825602650156]",-156.677133774687,20.8825602650156
75,10/16/23,380-67513-1,,All SVOCs are ND (Non-detect) ,,"[-156.671070939837, 20.8847409591902]",-156.671070939837,20.8847409591902
75,10/16/2023,380-67513-1,,All SVOCs are ND (Non-detect) ,,"[-156.671070939837, 20.8847409591902]",-156.671070939837,20.8847409591902
76,10/16/23,380-67519-1,,All SVOCs are ND (Non-detect) ,,"[-156.676112719154, 20.8825406103027]",-156.676112719154,20.8825406103027
76,10/16/2023,380-67519-1,,All SVOCs are ND (Non-detect) ,,"[-156.676112719154, 20.8825406103027]",-156.676112719154,20.8825406103027
77,10/16/23,380-67545-1,,All SVOCs are ND (Non-detect) ,,"[-156.672224717542, 20.8840661759057]",-156.672224717542,20.8840661759057
77,10/16/2023,380-67545-1,,All SVOCs are ND (Non-detect) ,,"[-156.672224717542, 20.8840661759057]",-156.672224717542,20.8840661759057
78,10/16/2023,380-67545-2,,All VOCs are ND (Non-detect)			  ,,"[-156.672590392024, 20.8840720232208]",-156.672590392024,20.8840720232208
78,10/16/2023,380-67545-2,,All SVOCs are ND (Non-detect),,"[-156.672590392024, 20.8840720232208]",-156.672590392024,20.8840720232208
79,10/16/2023,380-67545-3,,All VOCs are ND (Non-detect)			  ,,"[-156.672428118378, 20.8843121811541]",-156.672428118378,20.8843121811541
79,10/16/2023,380-67545-3,,All SVOCs are ND (Non-detect) ,,"[-156.672428118378, 20.8843121811541]",-156.672428118378,20.8843121811541
80,10/16/23,380-67545-4,,All SVOCs are ND (Non-detect) ,,"[-156.672276573569, 20.8843138518101]",-156.672276573569,20.8843138518101
80,11/02/23,380-69706-2,,All SVOCs are ND (Non-detect) ,,"[-156.672276573569, 20.8843138518101]",-156.672276573569,20.8843138518101
80,11/02/23,380-69708-3,,All VOCs are ND (Non-detect),,"[-156.672276573569, 20.8843138518101]",-156.672276573569,20.8843138518101
81,10/16/2023,380-67545-5,,All VOCs are ND (Non-detect) ,,"[-156.672323959255, 20.8843284700922]",-156.672323959255,20.8843284700922
81,11/02/23,380-69706-2,,All SVOCs are ND (Non-detect) ,,"[-156.672323959255, 20.8843284700922]",-156.672323959255,20.8843284700922
81,11/02/23,380-69708-4,,All VOCs are ND (Non-detect),,"[-156.672323959255, 20.8843284700922]",-156.672323959255,20.8843284700922
82,10/16/23,380-67545-7,,All SVOCs are ND (Non-detect) ,,"[-156.671534858957, 20.8837498998973]",-156.671534858957,20.8837498998973
82,11/02/23,380-69706-3,,All SVOCs are ND (Non-detect) ,,"[-156.671534858957, 20.8837498998973]",-156.671534858957,20.8837498998973
82,11/02/23,380-69708-6,Benzene,,0.81,"[-156.671534858957, 20.8837498998973]",-156.671534858957,20.8837498998973
83,10/19/2023,380-68052-1,,All VOCs are ND (Non-detect),,"[-156.673453085411, 20.8836075551364]",-156.673453085411,20.8836075551364
84,10/19/2023,380-68052-2,,All VOCs are ND (Non-detect),,"[-156.673405252697, 20.8836334505096]",-156.673405252697,20.8836334505096
85,10/19/2023,380-68052-3,,All VOCs are ND (Non-detect),,"[-156.673138819928, 20.8837750397188]",-156.673138819928,20.8837750397188
86,10/19/23,380-68052-4,Benzene,,0.82,"[-156.673091434222, 20.8837984290611]",-156.673091434222,20.8837984290611
87,10/19/2023,380-68054-1,,All VOCs are ND (Non-detect),,"[-156.678338421852, 20.8827041356199]",-156.678338421852,20.8827041356199
88,10/19/2023,380-68054-3,,All VOCs are ND (Non-detect),,"[-156.678009404199, 20.8826105773942]",-156.678009404199,20.8826105773942
89,10/19/2023,380-68054-4,,All VOCs are ND (Non-detect),,"[-156.677838385441, 20.8825633398457]",-156.677838385441,20.8825633398457
90,10/19/23,380-68053-2,Benzene,,0.76,"[-156.673602059766, 20.8832961408486]",-156.673602059766,20.8832961408486
91,10/19/2023,380-68053-3,,All VOCs are ND (Non-detect),,"[-156.673343673686, 20.8834364773717]",-156.673343673686,20.8834364773717
92,10/19/23,380-68053-4,Benzene,,1.6,"[-156.673292711715, 20.8834607020899]",-156.673292711715,20.8834607020899
93,10/19/2023,380-68055-1,,All VOCs are ND (Non-detect),,"[-156.677664314659, 20.8825247284311]",-156.677664314659,20.8825247284311
94,10/19/2023,380-68055-2,,All VOCs are ND (Non-detect),,"[-156.677492653282, 20.8825005035619]",-156.677492653282,20.8825005035619
95,10/19/2023,380-68055-3,,All VOCs are ND (Non-detect),,"[-156.674087141767, 20.8832765335646]",-156.674087141767,20.8832765335646
96,10/19/2023,380-68055-4,,All VOCs are ND (Non-detect),,"[-156.673946772802, 20.8833508785854]",-156.673946772802,20.8833508785854
97,10/19/2023,380-68051-1,,All SVOCs are ND (Non-detect) ,,"[-156.678571048947, 20.8825128897426]",-156.678571048947,20.8825128897426
97,10/19/2023,380-68051-4,,All VOCs are ND (Non-detect),,"[-156.678571048947, 20.8825128897426]",-156.678571048947,20.8825128897426
98,10/19/2023,380-68051-1,,All SVOCs are ND (Non-detect)  ,,"[-156.678518298822, 20.8825095484288]",-156.678518298822,20.8825095484288
98,10/19/23,380-68051-5,Benzene,,4.0,"[-156.678518298822, 20.8825095484288]",-156.678518298822,20.8825095484288
99,10/19/2023,380-68051-2,,All SVOCs are ND (Non-detect)  ,,"[-156.678257230492, 20.8824602632382]",-156.678257230492,20.8824602632382
99,10/19/2023,380-68051-6,,All VOCs are ND (Non-detect),,"[-156.678257230492, 20.8824602632382]",-156.678257230492,20.8824602632382
100,10/19/2023,380-68051-2,,All SVOCs are ND (Non-detect)  ,,"[-156.678212526995, 20.8824485684824]",-156.678212526995,20.8824485684824
100,10/19/2023,380-68051-7,,All VOCs are ND (Non-detect),,"[-156.678212526995, 20.8824485684824]",-156.678212526995,20.8824485684824
101,10/19/2023,380-68051-3,,All SVOCs are ND (Non-detect) ,,"[-156.677973810393, 20.8823859178529]",-156.677973810393,20.8823859178529
101,10/19/23,380-68051-8,Benzene,,1.1,"[-156.677973810393, 20.8823859178529]",-156.677973810393,20.8823859178529
102,10/19/2023,380-68051-3,,All SVOCs are ND (Non-detect) ,,"[-156.677922848421, 20.8823725523565]",-156.677922848421,20.8823725523565
102,10/19/2023,380-68051-9,,All VOCs are ND (Non-detect),,"[-156.677922848421, 20.8823725523565]",-156.677922848421,20.8823725523565
103,11/02/23,380-69706-1,,All SVOCs are ND (Non-detect)  ,,"[-156.67281173351, 20.8839562314233]",-156.67281173351,20.8839562314233
103,11/02/23,380-69708-1,,All VOCs are ND (Non-detect),,"[-156.67281173351, 20.8839562314233]",-156.67281173351,20.8839562314233
104,11/02/23,380-69711-1,,All VOCs are ND (Non-detect),,"[-156.678180816325, 20.8826644547558]",-156.678180816325,20.8826644547558
105,11/02/23,380-69711-2,,All SVOCs are ND (Non-detect) ,,"[-156.678017327521, 20.8838603413948]",-156.678017327521,20.8838603413948
105,11/02/23,380-69711-2,,All SVOCs are ND (Non-detect) ,,"[-156.678017327521, 20.8838603413948]",-156.678017327521,20.8838603413948
106,11/02/23,380-69711-3,,All VOCs are ND (Non-detect)			  ,,"[-156.67771785353, 20.8837766517136]",-156.67771785353,20.8837766517136
106,11/02/23,380-69711-3,,All SVOCs are ND (Non-detect) ,,"[-156.67771785353, 20.8837766517136]",-156.67771785353,20.8837766517136
107,11/02/23,380-69711-4,,All VOCs are ND (Non-detect)			  ,,"[-156.67767136188, 20.8837733104279]",-156.67767136188,20.8837733104279
107,11/02/23,380-69711-4,,All SVOCs are ND (Non-detect) ,,"[-156.67767136188, 20.8837733104279]",-156.67767136188,20.8837733104279
108,11/02/23,380-69711-5,,All VOCs are ND (Non-detect)			  ,,"[-156.680335858534, 20.8847057934787]",-156.680335858534,20.8847057934787
108,11/02/23,380-69711-5,,All SVOCs are ND (Non-detect) ,,"[-156.680335858534, 20.8847057934787]",-156.680335858534,20.8847057934787
109,11/02/23,380-69709-1,,All VOCs are ND (Non-detect) ,,"[-156.675312292295, 20.8826484205577]",-156.675312292295,20.8826484205577
109,11/06/23,,Nitrate as N,,0.19,"[-156.675312292295, 20.8826484205577]",-156.675312292295,20.8826484205577
109,11/06/23,,Copper,,7.5,"[-156.675312292295, 20.8826484205577]",-156.675312292295,20.8826484205577
110,11/02/23,380-69709-2,,All VOCs are ND (Non-detect) ,,"[-156.676492687962, 20.8826768218567]",-156.676492687962,20.8826768218567
110,11/06/23,,Nitrate as N,,0.19,"[-156.676492687962, 20.8826768218567]",-156.676492687962,20.8826768218567
110,11/06/23,,Copper,,9.5,"[-156.676492687962, 20.8826768218567]",-156.676492687962,20.8826768218567
111,11/20/23,380-72293-1,,All SVOCs are ND (Non-detect) ,,"[-156.682602339925, 20.8886757951364]",-156.682602339925,20.8886757951364
111,11/20/23,380-72312-1,,All VOCs are ND (Non-detect),,"[-156.682602339925, 20.8886757951364]",-156.682602339925,20.8886757951364
112,11/20/23,380-72293-1,,All SVOCs are ND (Non-detect) ,,"[-156.682605916149, 20.8887493020755]",-156.682605916149,20.8887493020755
112,11/20/23,380-72312-2,Styrene,,1.2,"[-156.682605916149, 20.8887493020755]",-156.682605916149,20.8887493020755
113,11/20/23,380-72293-2,,All SVOCs are ND (Non-detect)  ,,"[-156.682491107675, 20.8881019245825]",-156.682491107675,20.8881019245825
113,11/20/23,380-72312-3,,All VOCs are ND (Non-detect),,"[-156.682491107675, 20.8881019245825]",-156.682491107675,20.8881019245825
114,11/20/23,380-72293-2,,All SVOCs are ND (Non-detect) ,,"[-156.682521505989, 20.8881871261888]",-156.682521505989,20.8881871261888
114,11/20/23,380-72312-4,,All VOCs are ND (Non-detect),,"[-156.682521505989, 20.8881871261888]",-156.682521505989,20.8881871261888
115,11/20/23,380-72293-3,,All SVOCs are ND (Non-detect)  ,,"[-156.682871087361, 20.8881028642491]",-156.682871087361,20.8881028642491
115,11/20/23,380-72312-5,,All VOCs are ND (Non-detect),,"[-156.682871087361, 20.8881028642491]",-156.682871087361,20.8881028642491
116,11/20/23,380-72293-4,,All SVOCs are ND (Non-detect)  ,,"[-156.682434781306, 20.8879449905577]",-156.682434781306,20.8879449905577
116,11/20/23,380-72312-6,,All VOCs are ND (Non-detect),,"[-156.682434781306, 20.8879449905577]",-156.682434781306,20.8879449905577
117,11/20/23,380-72296-1,,All SVOCs are ND (Non-detect) ,,"[-156.680973609571, 20.8818536605692]",-156.680973609571,20.8818536605692
117,11/20/23,380-72315-1,,All VOCs are ND (Non-detect),,"[-156.680973609571, 20.8818536605692]",-156.680973609571,20.8818536605692
118,11/20/23,380-72296-2,,All SVOCs are ND (Non-detect) ,,"[-156.680487478168, 20.882740355411]",-156.680487478168,20.882740355411
118,11/20/23,380-72315-3,,All VOCs are ND (Non-detect),,"[-156.680487478168, 20.882740355411]",-156.680487478168,20.882740355411
119,11/20/23,380-72296-2,,All SVOCs are ND (Non-detect)  ,,"[-156.680573308857, 20.882760403568]",-156.680573308857,20.882760403568
119,11/20/23,380-72315-3,,All VOCs are ND (Non-detect),,"[-156.680573308857, 20.882760403568]",-156.680573308857,20.882760403568
120,11/20/23,380-72299-1,,All SVOCs are ND (Non-detect)  ,,"[-156.68162172377, 20.8889726765985]",-156.68162172377,20.8889726765985
120,11/20/23,380-72318-1,,All VOCs are ND (Non-detect),,"[-156.68162172377, 20.8889726765985]",-156.68162172377,20.8889726765985
121,11/20/23,380-72299-1,,All SVOCs are ND (Non-detect) ,,"[-156.681624405979, 20.8890269714814]",-156.681624405979,20.8890269714814
121,11/20/23,380-72318-2,,All VOCs are ND (Non-detect),,"[-156.681624405979, 20.8890269714814]",-156.681624405979,20.8890269714814
122,11/20/23,380-72299-2,,All SVOCs are ND (Non-detect)  ,,"[-156.681881003947, 20.8890812662682]",-156.681881003947,20.8890812662682
122,11/20/23,380-72318-3,,All VOCs are ND (Non-detect),,"[-156.681881003947, 20.8890812662682]",-156.681881003947,20.8890812662682
123,11/20/23,380-72299-2,,All SVOCs are ND (Non-detect) ,,"[-156.681906931941, 20.8890453481765]",-156.681906931941,20.8890453481765
123,11/20/23,380-72318-4,,All VOCs are ND (Non-detect)	,,"[-156.681906931941, 20.8890453481765]",-156.681906931941,20.8890453481765
124,11/20/23,380-72299-3,,All SVOCs are ND (Non-detect) ,,"[-156.681914978568, 20.8887337791557]",-156.681914978568,20.8887337791557
124,11/20/23,380-72318-5,,All VOCs are ND (Non-detect),,"[-156.681914978568, 20.8887337791557]",-156.681914978568,20.8887337791557
125,11/20/23,380-72299-3,,All SVOCs are ND (Non-detect)  ,,"[-156.681911402343, 20.8886886725932]",-156.681911402343,20.8886886725932
125,11/20/23,380-72318-6,Benzene,,0.81,"[-156.681911402343, 20.8886886725932]",-156.681911402343,20.8886886725932
126,11/20/23,380-72299-4,,All SVOCs are ND (Non-detect)  ,,"[-156.681775081717, 20.889135332569]",-156.681775081717,20.889135332569
126,11/20/23,380-72318-7,,All VOCs are ND (Non-detect),,"[-156.681775081717, 20.889135332569]",-156.681775081717,20.889135332569
127,11/20/23,380-72300-1,,All SVOCs are ND (Non-detect)  ,,"[-156.682616141543, 20.8892914961072]",-156.682616141543,20.8892914961072
127,11/20/23,380-72345-2,,All VOCs are ND (Non-detect),,"[-156.682616141543, 20.8892914961072]",-156.682616141543,20.8892914961072
128,11/20/23,380-72300-1,,All SVOCs are ND (Non-detect) ,,"[-156.682615378765, 20.8892604966917]",-156.682615378765,20.8892604966917
128,11/20/23,380-72345-1,Benzene,,2.6,"[-156.682615378765, 20.8892604966917]",-156.682615378765,20.8892604966917
129,11/20/23,380-72300-2,,All SVOCs are ND (Non-detect)  ,,"[-156.682605833306, 20.8890380310767]",-156.682605833306,20.8890380310767
129,11/20/23,380-72345-3,,All VOCs are ND (Non-detect),,"[-156.682605833306, 20.8890380310767]",-156.682605833306,20.8890380310767
130,11/20/23,380-72300-3,,All SVOCs are ND (Non-detect)  ,,"[-156.68283744724, 20.8886728169419]",-156.68283744724,20.8886728169419
130,11/20/23,380-72345-5,,All VOCs are ND (Non-detect),,"[-156.68283744724, 20.8886728169419]",-156.68283744724,20.8886728169419
131,11/20/23,380-72296-1,,All SVOCs are ND (Non-detect)  ,,"[-156.68095636504, 20.8818257572941]",-156.68095636504,20.8818257572941
131,11/20/23,380-72315-2,,All VOCs are ND (Non-detect),,"[-156.68095636504, 20.8818257572941]",-156.68095636504,20.8818257572941
132,11/20/23,380-72321-1,,All VOCs are ND (Non-detect) ,,"[-156.682357119383, 20.8883673573839]",-156.682357119383,20.8883673573839
132,11/20/23,380-72304-1,,All SVOCs are ND (Non-detect) ,,"[-156.682357119383, 20.8883673573839]",-156.682357119383,20.8883673573839
133,11/20/23,380-72321-2,,All VOCs are ND (Non-detect) ,,"[-156.682365898283, 20.8884069524729]",-156.682365898283,20.8884069524729
133,11/20/23,380-72304-1,,All SVOCs are ND (Non-detect) ,,"[-156.682365898283, 20.8884069524729]",-156.682365898283,20.8884069524729
134,11/20/23,380-72321-3,,All VOCs are ND (Non-detect) ,,"[-156.682401594749, 20.8887488610719]",-156.682401594749,20.8887488610719
134,11/20/23,380-72304-2,,All SVOCs are ND (Non-detect) ,,"[-156.682401594749, 20.8887488610719]",-156.682401594749,20.8887488610719
135,11/20/23,380-72321-4,,All VOCs are ND (Non-detect) ,,"[-156.682406841146, 20.8887846548058]",-156.682406841146,20.8887846548058
135,11/20/23,380-72304-2,,All SVOCs are ND (Non-detect) ,,"[-156.682406841146, 20.8887846548058]",-156.682406841146,20.8887846548058
136,11/20/23,380-72321-5,,All VOCs are ND (Non-detect) ,,"[-156.682421496582, 20.8891535937002]",-156.682421496582,20.8891535937002
136,11/20/23,380-72304-3,,All SVOCs are ND (Non-detect) ,,"[-156.682421496582, 20.8891535937002]",-156.682421496582,20.8891535937002
137,11/20/23,380-72321-6,,All VOCs are ND (Non-detect) ,,"[-156.682415603559, 20.8891149617156]",-156.682415603559,20.8891149617156
137,11/20/23,380-72304-3,,All SVOCs are ND (Non-detect) ,,"[-156.682415603559, 20.8891149617156]",-156.682415603559,20.8891149617156
138,11/20/23,380-72345-4,,All VOCs are ND (Non-detect),,"[-156.683158301162, 20.8890199387931]",-156.683158301162,20.8890199387931
139,12/01/23,380-73353-1,,All VOCs are ND (Non-detect),,"[-156.685175680809, 20.8918783352482]",-156.685175680809,20.8918783352482
140,12/01/23,380-73353-2,,All VOCs are ND (Non-detect),,"[-156.685213231736, 20.8922358384511]",-156.685213231736,20.8922358384511
141,12/01/23,380-73353-3,,All VOCs are ND (Non-detect),,"[-156.685223960572, 20.8923210377112]",-156.685223960572,20.8923210377112
142,12/01/23,380-73353-4,,All VOCs are ND (Non-detect) ,,"[-156.68524184202, 20.8924429895602]",-156.68524184202,20.8924429895602
142,12/04/23,380-73768-1,,All SVOCs are ND (Non-detect),,"[-156.68524184202, 20.8924429895602]",-156.68524184202,20.8924429895602
143,12/01/23,380-73353-5,,All VOCs are ND (Non-detect) ,,"[-156.685247206438, 20.89256494131]",-156.685247206438,20.89256494131
143,12/04/23,380-73768-2,,All SVOCs are ND (Non-detect),,"[-156.685247206438, 20.89256494131]",-156.685247206438,20.89256494131
144,12/01/23,380-73353-7,,All VOCs are ND (Non-detect) ,,"[-156.685114884017, 20.8929608660056]",-156.685114884017,20.8929608660056
144,12/04/23,380-73768-4,,All SVOCs are ND (Non-detect) ,,"[-156.685114884017, 20.8929608660056]",-156.685114884017,20.8929608660056
145,12/01/23,380-73353-6,,All VOCs are ND (Non-detect) ,,"[-156.685097002733, 20.8928940432944]",-156.685097002733,20.8928940432944
145,12/04/23,380-73768-3,,All SVOCs are ND (Non-detect) ,,"[-156.685097002733, 20.8928940432944]",-156.685097002733,20.8928940432944
146,12/01/23,380-73356-1,,All VOCs are ND (Non-detect) ,,"[-156.684692345396, 20.8880806046451]",-156.684692345396,20.8880806046451
146,12/04/23,380-73772-1,,All SVOCs are ND (Non-detect) ,,"[-156.684692345396, 20.8880806046451]",-156.684692345396,20.8880806046451
147,12/01/23,380-73356-2,,All SVOCs are ND (Non-detect) ,,"[-156.684778176085, 20.8897562275721]",-156.684778176085,20.8897562275721
