,Sample ID,SampleType,DateTime Taken,Post Results,Public X,Public Y,Chloromethane (methyl chloride),Chloroethene (vinyl chloride),Bromomethane (methyl bromide),Chloroethane (ethyl chloride),Trichlorofluoromethane,Diethyl ether,"1,1-Dichloroethene",Acetone,Iodomethane,Carbon disulfide,3-Chloropropene (allyl chloride),Methylene chloride (DCM),"trans-1,2-Dichloroethene",Methyl tert-butyl ether (MTBE),"1,1-Dichloroethane","2,2-Dichloropropane","cis-1,2-Dichloroethene",2-Butanone (MEK),Methyl acrylate,Methacrylonitrile,Bromochloromethane,Tetrahydrofuran,Trichloromethane (chloroform),"1,1,1-Trichloroethane",1-Chlorobutane (butyl chloride),Carbon tetrachloride,"1,1-Dichloropropene",Benzene,"1,2-Dichloroethane",Trichloroethene,"1,2-Dichloropropane",Dibromomethane,Methyl methacrylate,Bromodichloromethane,2-Nitropropane,"cis-1,3-Dichloropropene",4-Methyl-2-pentanone (MIBK),Toluene,"trans-1,3-Dichloropropene",Ethyl methacrylate,"1,1,2-Trichloroethane",Tetrachloroethene,"1,3-Dichloropropane",2-Hexanone,Dibromochloromethane,"1,2-Dibromoethane (EDB)",Chlorobenzene,"1,1,1,2-Tetrachloroethane",Ethylbenzene,m/p-Xylene,o-Xylene,Styrene,Bromoform,Isopropylbenzene (cumene),Bromobenzene,"1,1,2,2-Tetrachloroethane","1,2,3-Trichloropropane (TCP)","trans-1,4-Dichloro-2-butene",n-Propylbenzene,2-Chlorotoluene,"1,3,5-Trimethylbenzene",4-Chlorotoluene,tert-Butylbenzene,Pentachloroethane,"1,2,4-Trimethylbenzene",1-Methylpropylbenzene (sec-butylbenzene),"1,3-Dichlorobenzene",4-Isopropyltoluene (p-cymene),"1,4-Dichlorobenzene",n-Butylbenzene,"1,2-Dichlorobenzene",Hexachloroethane,"1,2-Dibromo-3-chloropropane (DBCP)",Nitrobenzene,"1,2,4-Trichlorobenzene","Hexachloro-1,3-butadiene",Naphthalene,"1,2,3-Trichlorobenzene",Total trihalomethanes (TTHMs)
173,10-04-KDP-4,Tap Water,10/4/2023 14:38:01,,-156.30420443136362,20.77456876079701,,,,,,,,8.5489,,,,,,,,,,,,,,,45.6448,,,,,,,,,,,2.8623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.507099999999994
174,10-04-JES-26,Tap Water,10/4/2023 15:07:52,,-156.67074872631017,20.88440373503663,,,,,,,,21.2511,,,,,,,,,,,,,,,16.6584,,,,,,,,,,,7.7653,,,,,,,,,,,3.1568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.5805
175,10-04-JES-27,Other,10/4/2023 15:10:06,,-156.6669215136398,20.88226683356786,,,,,,,,6.4321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
176,10-04-KDP-5,Tap Water,10/4/2023 15:16:37,,-156.30731012465466,20.778977833701315,,,,,,,,18.0799,,,,,,,,,,,,,,,47.0004,,,,,,,,,,,4.2557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.256099999999996
177,10-04-KDP-6,Tap Water Filtered,10/4/2023 15:17:50,,-156.30653560045977,20.77544120911328,,,,,,,,22.9357,,,,,,,,,,,,,,,66.6757,,,,,,,,,,,5.4949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.17060000000001
178,10-04-KDP-7,Tap Water,10/4/2023 15:19:00,,-156.3196167783464,20.780253413574037,,,,,,,,24.6733,,,,,,,,,,,,,,,38.0363,,,,,,,,,,,5.0456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0819
179,10-9-23-JI-01,Tap Water,10/9/2023 9:29:00,,-156.66781086987075,20.883998830657823,,,,,,,,6.1333,,,,,,,,,,,,,,,7.3979,,,,,,,,,,,5.8607,,,,,,,,,,,2.9912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2498
180,10-9-23-JI-02,Tap Water,10/9/2023 10:04:22,,-156.68509879426813,20.89903213146036,,,,,,,,13.3334,,,,,,,,,,,,,,,40.0372,,,,,,,,,,,15.3096,,,,,,,,,,,4.6887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0355
181,10-9-23-JI-03,Tap Water,10/9/2023 10:27:51,,-156.68120788643097,20.902426718940664,,,,,,,,6.1811,,,,,,,,,,,,,,,40.1379,,,,,,,,,,,14.3678,,,,,,,,,,,4.3569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.8626
182,10-9-23-JI-04,Tap Water,10/9/2023 10:51:39,,-156.68009147688466,20.90307732416051,,,,,,,,8.242,,,,,,,,,,,,,,,43.2032,,,,,,,,,,,16.6781,,,,,,,,,,,5.639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.5203
183,10-3-23-JI-05,Tap Water,10/9/2023 11:44:56,,-156.682772472174,20.902995201383103,,,,,,,,9.4437,,,,,,,,,,,,,,,37.951,,,,,,,,,,,14.5524,,,,,,,,,,,4.724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.2274
184,10-10-23-JI-01,Tap Water,10/10/2023 8:09:23,,-156.68153559005893,20.89981756110158,,,,,,,,25.4181,,,,,,,,,,,,,,,42.5147,,,,,,,,,,,15.5209,,,,,,,,,,,7.0789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.11449999999999
185,10-10-23-JI-02,Tap Water,10/10/2023 8:22:21,,-156.67920778565056,20.898374212429847,,,,,,,,23.2717,,,,,,,,,,,,,,,62.9478,,,,,,,,,,,18.78,,,,,,,,,,,7.0219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.7497
186,10-10-23-JI-03,Tap Water,10/10/2023 8:31:17,,-156.678090866256,20.901495000887632,,,,,,,,36.8503,,,,,,,,,,,,,,,50.2325,,,,,,,,,,,18.2568,,,,,,,,,,,8.5465,,,,,,,,1.117,,,,,,,,,,,,,,,,,,,,,,,,,,78.1528
187,10-10-23-JI-04,Tap Water,10/10/2023 8:48:25,,-156.68000954427242,20.876371719825368,,,,,,,,41.2477,,,,,,,,,,,,,,,39.1619,,,,,,,,,,,14.5607,,,,,,,,,,,5.9214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.644000000000005
188,10-10-23-JI-05,Tap Water,10/10/2023 9:13:40,,-156.68275379739612,20.902267165863808,,,,,,,,52.8314,,,,,,,,,,,,,,,34.177,,,,,,,,,,,12.5401,,,,,,,,,,,4.5691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.2862
189,10-12-23-JI-01,Tap Water,10/12/2023 12:09:42,,-156.67894454964326,20.899948201517244,,,,,,,,21.6683,,,,,,,,,,,,,,,32.1047,,,,,,,,,,,13.0497,,,,,,,,,,,5.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.4844
190,10-12-23-JI-02,Tap Water,10/12/2023 12:23:58,,-156.6818831302781,20.901694298857585,,,,,,,,28.206,,,,,,,,,,,,,,,31.3511,,,,,,,,,,,13.0393,,,,,,,,,,,4.8862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2766
191,10-12-23-JI-03,Tap Water,10/12/2023 12:31:45,,-156.6804741826861,20.903698475123665,,,,,,,,25.5856,,,,,,,,,,,,,,,29.0068,,,,,,,,,,,11.6895,,,,,,,,,,,4.3668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0631
192,10-12-23-JI-04,Tap Water,10/12/2023 12:53:06,,-156.67870474364514,20.901549798600374,,,,,,,,27.029,,,,,,,,,,,,,,,31.2316,,,,,,,,,,,12.1207,,,,,,,,,,,4.9497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.302
193,10-13-23-JI-01,Tap Water,10/13/2023 8:06:33,,-156.68143376371302,20.902094272257784,,,,,,,,9.2156,,,,,,,,,,,,,,,32.2953,,,,,,,,,,,13.6753,,,,,,,,,,,5.9481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.9187
194,10-13-23-JI-02,Tap Water,10/13/2023 8:29:33,,-156.68461500274628,20.902166007881387,,,,,,,,22.6879,,,,,,,,,,,,,,,33.9222,,,,,,,,,,,14.0872,,,,,,,,,,,5.8573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.866699999999994
195,10-13-23-JI-03,Tap Water,10/13/2023 8:48:55,,-156.68017622376328,20.889680477231938,,,,,,,,12.4882,,,,,,,,,,,,,,,18.9978,,,,,,,,,,,9.1606,,,,,,,,,,,4.8872,,,,,,,,1.1173,,,,,,,,,,,,,,,,,,,,,,,,,,34.1629
196,10-13-23-JI-04,Tap Water,10/13/2023 9:31:20,,-156.66492307717476,20.8886581449537,,,,,,,,18.9793,,,,,,,,,,,,,,,5.631,,,,,,,,,,,5.0128,,,,,,,,,,,3.5476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.191400000000002
197,10-13-23-JI-05,Tap Water,10/13/2023 9:33:15,,-156.66708403786572,20.88576825580451,,,,,,,,11.5275,,,,,,,,,,,,,,,4.7656,,,,,,,,,,,4.3663,,,,,,,,,,,3.1317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2636
198,10-17-KDP-1,Tap Water,10/17/2023 14:33:05,,-156.31283168293447,20.764973730733583,,,,,,,,8.9909,,,,,,,,,,,,,,,51.3046,,,,,,,,,,,3.4492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.7538
199,10-17-KDP-2,Tap Water,10/17/2023 14:48:25,,-156.30807038054476,20.762278250749475,,,,,,,,2.8073,,,,,,,,,,,,,,,4.4091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4091
200,10-17-JES-01,Tap Water,10/17/2023 16:12:51,,-156.68039317414053,20.901475039386153,,,,,,,,4.7825,,,,,,,,,,,,,,,29.7458,,,,,,,,,1.4979,,9.7713,,,,,,,,,,,5.8474,,,,,,,,3.7752,,,,,,,,,,,,,,,,,,,,,,,,,,49.139700000000005
201,10-17-JES-02,Tap Water Filtered,10/17/2023 16:14:04,,-156.68222631722116,20.90134351560149,,,,,,,,4.1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202,10-17-KDP-3,Tap Water Filtered,10/17/2023 16:32:49,,-156.2987700708721,20.769241151138715,,,,,,,,5.3506,,,,,,,,,,,,,,,3.3015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3015
203,10-17-KDP-4,Tap Water,10/17/2023 16:34:05,,-156.30194013053324,20.76569352095199,,,,,,,,9.4004,,,,,,,,,,,,,,,1.9854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9854
204,10-17-KDP-5,Tap Water Filtered,10/17/2023 16:35:29,,-156.3019375018255,20.769289987798363,,,,,,,,3.7505,,,,,,,,,,,,,,,2.2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2048
205,10-17-JES-03,Tap Water,10/17/2023 17:18:14,,-156.67906272495645,20.898897751888537,,,,,,,,2.8262,,,,,,,,,,,,,,,46.1866,,,,,,,,,,,15.5686,,,,,,,,,,,6.3463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.1015
206,10-17-JES-04,Tap Water,10/17/2023 17:20:19,,-156.68548904839167,20.884631151217015,,,,,,,,6.7039,,,,,,,,,,,,,,,32.5913,,,,,,,,,,,11.7224,,,,,,,,,,,5.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.6977
207,10-17-JES-05,Tap Water Filtered,10/17/2023 17:21:34,,-156.68269349992127,20.8837757009923,,,,,,,,11.2406,,,,,,,,,,,,,,,6.2484,,,,,,,,,,,2.8734,,,,,,,,,,,1.5601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6819
208,10-17-JES-06,Tap Water,10/17/2023 17:40:43,,-156.68372139716945,20.882729133423183,,,,,,,,4.4889,,,,,,,,,,,,,,,15.6639,,,,,,,,,,,8.87,,,,,,,,,,,4.9208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.4547
209,10-17-JES-07,Tap Water,10/17/2023 17:59:30,,-156.6829593480872,20.88363815581016,,,,,,,,4.6774,,,,,,,,,,,,,,,19.336,,,,,,,,,1.0,,9.3845,,,,,,,,,,,5.745,,,,,,,,2.6352,,,,,,,,,,,,,,,,,,,,,,,,,,37.1007
210,10-17-JES-08,Tap Water Filtered,10/17/2023 21:24:32,,-156.68208498211058,20.880651731127255,,,,,,,,3.3779,,,,,,,,,,,,,,,14.1787,,,,,,,,,,,4.9883,,,,,,,,,,,1.6641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8311
211,10-18-23-JI-01,Tap Water,10/18/2023 7:57:57,,-156.68400118499915,20.90288740209204,,,,,,,,4.5131,,,,,,,,,,,,,,,25.0274,,,,,,,,,,,12.1207,,,,,,,,,,,5.7085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.8566
212,10-18-KDP-1,Tap Water,10/18/2023 13:49:11,,-156.30353204252316,20.77196286726784,,,,,,,,4.2284,,,,,,,,,,,,,,,3.0177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0177
213,10-18-KDP-2,Tap Water,10/18/2023 13:50:53,,-156.31106082471922,20.76611682821382,,,,,,,,7.4645,,,,,,,,,,,,,,,82.1658,,,,,,,,,,,7.7355,,,,,,,,,,,2.7419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.64320000000001
214,10-18-KDP-3,Tap Water Filtered,10/18/2023 13:52:27,,-156.31039267357687,20.770349472357125,,,,,,,,4.1136,,,,,,,,,,,,,,,2.8542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8542
215,10-18-KDP-4,Tap Water,10/18/2023 14:54:20,,-156.3117550292031,20.781680125168663,,,,,,,,5.7709,,,,,,,,,,8.5058,,,,8.3645,58.3138,,,,,,,,,,,7.1575,,,,,,,,,,,1.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.3933
216,10-18-KDP-5,Tap Water,10/18/2023 14:57:06,,-156.31384340338263,20.779280288157683,,,,,,,,,,,,,,,,,,,,,,,21.1937,,,,,,,,,,,5.5145,,,,,,,,,,,2.7956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.5038
217,10-18-KDP-6,Tap Water,10/18/2023 15:00:04,,-156.31425210243498,20.78138810033121,,,,,,,,3.9559,,,,,,,,,,,,,,,39.8413,,,,,,,,,,,9.3021,,,,,,,,,,,4.3422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4856
218,10-18-KDP-7,Tap Water,10/18/2023 15:02:46,,-156.3143153619692,20.78011751527898,,,,,,,,1.8116,,,,,,,,,,,,,,,36.9361,,,,,,,,,,,7.8382,,,,,,,,,,,3.5638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.338100000000004
219,10-20-23-JI-01,Tap Water,10/20/2023 20:30:35,,-156.68169169862784,20.902865441963037,,,,,,,,,,,,,,,,,,,,,,,21.0881,,,,,,,,,,,15.4994,,,,,,,,,,,17.7881,,,,,,,,17.0278,,,,,,,,,,,,,,,,,,,,,,,,,,71.4034
220,10-20-23-JI-02,Tap Water,10/20/2023 20:35:54,,-156.68185357670575,20.902394769467072,,,,,,,,2.7578,,,,,,,,,,,,,,,12.7804,,,,,,,,,,,8.8094,,,,,,,,,,,10.3383,,,,,,,,12.0497,,,,,,,,,,,,,,,,,,,,,,,,,,43.9778
221,10-20-23-JI-03,Pool/open water,10/20/2023 20:38:41,,-156.68552951715537,20.89864892639153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
222,10-20-23-JI-04,Tap Water Filtered,10/20/2023 20:38:41,,-156.68253409904875,20.902130767818868,,,,,,,,,,,,,,,,,,,,,,,17.0964,,,,,,,,,,,11.3846,,,,,,,,,,,12.7334,,,,,,,,10.5781,,,,,,,,,,,,,,,,,,,,,,,,,,51.792500000000004
223,10-20-23-JI-05,Tap Water,10/20/2023 20:38:41,,-156.681975195232,20.90111397053499,,,,,,,,,,,,,,,,,,,,,,,18.7933,,,,,,,,,,,11.7328,,,,,,,,,,,10.8566,,,,,,,,8.4112,,,,,,,,,,,,,,,,,,,,,,,,,,49.793899999999994
224,10-20-CKS-1,Tap Water,10/20/2023 22:02:18,,-156.31301573139146,20.937117382483244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
225,10-20-CKS-2,Tap Water Filtered,10/20/2023 22:02:56,,-156.31591412094622,20.94122421782985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
226,10-20-CKS-3,Tap Water Filtered,10/20/2023 22:03:40,,-156.3155192001911,20.940466139424583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
227,10-21-23-JI-01,Tap Water,10/21/2023 8:15:31,,-156.67906994387943,20.898868140122616,,,,,,,,,,,,,,,,,,,,,,,21.1567,,,,,,,,,,,15.83,,,,,,,,,,,21.9922,,,,,,,,22.4247,,,,,,,,,,,,,,,,,,,,,,,,,,81.4036
228,10-23-23-JI-01,Tap Water Filtered,10/23/2023 13:58:25,,-156.68171481932544,20.900510312242925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
229,10-24-KDP-1,Tap Water,10/24/2023 12:56:48,,-156.31262925250118,20.758160722854463,,,,,,,,5.4863,,,,,,,,,,,,,,,2.7621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7621
230,10-24-KDP-2,Tap Water,10/24/2023 13:06:01,,-156.30899801134012,20.753626288819095,,,,,,,,8.2125,,,,,,,,,,,,,,,2.915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.915
231,10-24-KDP-3,Tap Water,10/24/2023 13:35:10,,-156.3083607287756,20.758869985114284,,,,,,,,6.3227,,,,,,,,,,,,,,,3.1189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1189
232,10-24-KDP-4,Tap Water,10/24/2023 14:08:36,,-156.312991443601,20.75291105362662,,,,,,,,9.6142,,,,,,,,,,,,,,,2.4956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4956
233,10-24-KDP-5,Tap Water Filtered,10/24/2023 14:09:58,,-156.31284830397016,20.75239517338988,,,,,,,,4.6097,,,,,,,,,,,,,,,11.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.002
234,10-24-KDP-6,Tap Water Filtered,10/24/2023 14:11:30,,-156.31285743649818,20.75571007083048,,,,,,,,2.9607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
235,10-24-KDP-7,Tap Water,10/24/2023 14:34:59,,-156.31725564545113,20.75359823209621,,,,,,,,7.7057,,,,,,,,,,,,,,,2.6326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6326
236,10-24-KDP-8,Tap Water Filtered,10/24/2023 14:36:22,,-156.31531225852416,20.757322926682345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
237,10-25-KDP-1,Tap Water,10/25/2023 12:26:21,,-156.30930128273567,20.75374677824593,,,,,,,,7.5162,,,,,,,,,,,,,,,2.3753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3753
238,10-25-KDP-2,Tap Water Filtered,10/25/2023 12:27:55,,-156.30945235342338,20.75711990180404,,,,,,,,6.6768,,,,,,,,,,,,,,,2.3328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3328
239,10-25-KDP-3,Tap Water Filtered,10/25/2023 12:29:57,,-156.30968335440815,20.756165227302105,,,,,,,,,,,,,,,,,,,,,,,1.0608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0608
240,10-25-KDP-4,Tap Water,10/25/2023 13:32:23,,-156.31259767565606,20.777053473242944,,,,,,,,1.8573,,,,,,,,,,,,,,,1.4764,,,,,,,,,,,3.2668,,,,,,,,,,,11.0656,,,,,,,,15.9329,,,,,,,,,,,,,,,,,,,,,,,,,,31.7417
241,10-25-KDP-5,Other,10/25/2023 13:35:01,,-156.30975830327017,20.78001145786477,,,,,,,,12.099,,2.9292,,,,,,,,,,,,,3.8385,,,,,,,,,,,3.4325,,,,,,,,,,,1.9265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1975
242,10-25-KDP-6,Tap Water,10/25/2023 13:37:20,,-156.30956637288313,20.776149281227102,,,,,,,,3.6982,,,,,,,,,,,,,,5.473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
243,10-27-23-JI-01,Tap Water,10/27/2023 13:32:35,,-156.681066385022,20.90183033047452,,,,,,,,3.2077,,,,,,,,,,,,,,,11.4679,,,,,,,,,,,8.7178,,,,,,,,,,,10.7832,,,,,,,,13.9934,,,,,,,,,,,,,,,,,,,,,,,,,,44.9623
244,10-27-23-JI-02,Tap Water,10/27/2023 13:34:09,,-156.6812052465808,20.901812499689655,,,,,,,,4.529,,,,,,,,,,,,,,,12.4584,,,,,,,,,,,7.8563,,,,,,,,,,,9.183,,,,,,,,11.6125,,,,,,,,,,,,,,,,,,,,,,,,,,41.1102
245,10-27-23-JI-03,Tap Water,10/27/2023 19:31:38,,-156.68365426062064,20.898399971029296,,,,,,,,20.7003,,,,,,,,,,,,,,,12.2489,,,,,,,,,,,9.1404,,,,,,,,,,,10.8157,,,,,,,,13.6483,,,,,,,,,,,,,,,,,,,,,,,,,,45.8533
246,10-28-JES-01,Tap Water Filtered,10/28/2023 14:46:50,,-156.6798610669415,20.899203048300613,,,,,,,,3.8156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
247,10-28-JES-02,Tap Water,10/28/2023 14:55:43,,-156.68107990437153,20.88290139380299,,,,,,,,3.2691,,,,,,,,,,,,,,,14.7845,,,,,,,,,,,10.4465,,,,,,,,,,,6.444,,,,,,,,1.3171,,,,,,,,,,,,,,,,,,,,,,,,,,32.9921
248,10-28-JES-03,Tap Water,10/28/2023 15:27:17,,-156.6693101428177,20.88791730828,,,,,,,,4.086,,,,,,,,,,,,,,,4.7989,,,,,,,,,,,4.3906,,,,,,,,,,,3.1781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3676
249,10-28-JES-04,Tap Water,10/28/2023 15:54:03,,-156.66843190831716,20.889604597800226,,,,,,,,1.9697,,,,,,,,,,,,,,,6.3686,,,,,,,,,,,4.9493,,,,,,,,,,,3.4426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7605
250,10-28-JES-05,Tap Water,10/28/2023 16:21:26,,-156.6651551118948,20.8848604914905,,,,,,,,4.65,,,,,,,,,,,,,,,7.1218,,,,,,,,,,,5.7559,,,,,,,,,,,3.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.631700000000002
251,10-28-JES-06,Tap Water,10/28/2023 16:56:31,,-156.66296613330212,20.887678201266404,,,,,,,,3.8897,,,,,,,,,,,,,,,5.0787,,,,,,,,,,,4.9328,,,,,,,,,,,3.527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.538500000000003
252,10-28-JES-07,Tap Water,10/28/2023 17:21:14,,-156.68200826921228,20.900029122669658,,,,,,,,3.0989,,,,,,,,,,3.4471,,,,11.9182,13.3321,,,,,,,,,,,11.5968,,,,,,,,,,,16.122,,,,,,,,19.8299,,,,,,,,,,,,,,,,,,,,,,,,,,60.880799999999994
253,10-28-JES-08,Tap Water,10/28/2023 17:38:09,,-156.6800939307074,20.898475897315485,,,,,,,,3.1387,,,,,,,,,,,,,,,11.1901,,,,,,,,,,,9.4369,,,,,,,,,,,12.721,,,,,,,,16.4524,,,,,,,,,,,,,,,,,,,,,,,,,,49.800399999999996
254,11-6-KDP-1,Tap Water,11/6/2023 13:19:13,,-156.32390799375784,20.78819085071815,,,,,,,,7.3114,,,,,,,,,,,,,,,2.4272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4272
255,11-6-KDP-2,Tap Water,11/6/2023 13:21:31,,-156.32343619946087,20.784711054640024,,,,,,,,8.2192,,,,,,,,,,,,,,,2.6238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6238
256,11-6-KDP-3,Tap Water Filtered,11/6/2023 13:22:40,,-156.32297443638384,20.78497705578597,,,,,,,,10.3853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2341,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
257,11-6-KDP-4,Tap Water,11/6/2023 13:43:07,,-156.32606108353235,20.78853504488262,,,,,,,,9.032,,,,,,,,,,,,,,,2.5218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5218
258,11-6-KDP-5,Tap Water Filtered,11/6/2023 14:34:26,,-156.32868351229962,20.762458671831208,,,,,,,,7.513,,,,,,,,,,1.8251,,,,,12.1894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1894
259,11-6-KDP-6,Tap Water Filtered,11/6/2023 14:37:25,,-156.32674129898118,20.759385054370004,,,,,,,,2.3319,,1.0857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
260,11-6-KDP-7,Tap Water,11/6/2023 14:40:26,,-156.32609803297194,20.762580439410925,,,,,,,,11.663,,,,,,,,,,,,,,,9.7776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7776
261,11-7-KDP-1,Tap Water,11/7/2023 12:30:34,,-156.32273224470993,20.751952111334667,,,,,,,,1.9879,,,,,,,,,,,,,,,2.7639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7639
